NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
RTC.ST;RETHINKING CARE SWEDEN;1.975;63.6;108;55.6;139;55.6;139;58.3;128;3.72;-0.55;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RTC.ST;11;131080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=131080&marketid=11
SAAB-B.ST;SAAB B;382.0;70.6;112;80.6;182;66.2;253;72.5;182;2.46;1.11;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAAB-B.ST;11;1051;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1051&marketid=11
SAGA-A.ST;SAGAX;104.0;45.5;95;51.7;111;54.5;225;50.6;143;3.06;0.67;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-A.ST;N/A;N/A;N/A
SAGA-B.ST;SAGAX B;100.4;52.9;95;51.4;101;52.2;146;52.2;114;1.66;0.61;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-B.ST;N/A;N/A;N/A
SAGA-D.ST;SAGAX LINE D;32.4;38.5;100;59.3;112;54.5;110;50.8;107;1.09;0.4;16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-D.ST;N/A;N/A;N/A
SAGA-PREF.ST;SAGAX PRF;35.05;52.9;95;64.5;104;58.0;110;58.5;103;0.56;0.37;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-PREF.ST;11;43046;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43046&marketid=11
SALT-B.ST;SALTX TECHNOLOGY HOLDING;20.5;57.1;140;60.0;667;58.0;5896;58.4;2234;14.47;1.93;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-B.ST;11;108329;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108329&marketid=11
SALT-TO-2B.ST;SALTX TECHNOLOGY HOLDING SUBSCR OPT;4.39;61.5;154;66.7;723;68.6;1696;65.6;857;22.53;1.57;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-TO-2B.ST;N/A;N/A;N/A
SAND.ST;SANDVIK;150.2;64.3;121;50.0;111;52.2;171;55.5;134;1.67;0.88;45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAND.ST;11;4928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4928&marketid=11
SANION.ST;SANIONA A/S;28.9;69.2;125;75.9;210;73.8;1077;73.0;470;6.55;3.85;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SANION.ST;11;100428;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100428&marketid=11
SAPIAB.ST;SALTANGEN;124.0;52.9;110;41.5;108;42.3;116;45.6;111;0.67;0.11;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;11;105300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105300&marketid=11
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;5.3;21.1;56;27.6;41;27.6;41;25.4;46;-3.75;-4.21;14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;N/A;N/A;N/A
SAS.ST;SAS;20.8;55.6;125;59.4;222;55.3;263;56.8;203;2.4;-0.45;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST;11;13557;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13557&marketid=11
SAS-PREF.ST;SAS PRF;;;;;;;;;;;;;;11;99999;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99999&marketid=11
SAVOS.ST;SAVO SOLAR;0.594;58.8;153;64.5;1718;63.9;4909;62.4;2260;10.15;0.51;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAVOS.ST;11;108026;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108026&marketid=11
SAXG.ST;SAXLUND GROUP;2.0;40.0;101;39.4;137;49.2;159;42.9;132;-2.02;-0.87;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;11;32880;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32880&marketid=11
SBB-B.ST;SAMHALLSBYGGNADSBOLAGET I NORDEN;7.21;47.6;110;54.3;137;50.6;266;50.8;171;3.19;0.38;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SBB-B.ST;11;103614;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103614&marketid=11
SCA-A.ST;SVENSKA CELLULOSA A;88.9;50.0;136;45.2;145;55.3;181;50.2;154;1.84;0.51;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-A.ST;11;322;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=322&marketid=11
SCA-B.ST;SVENSKA CELLULOSA B;85.22;66.7;130;62.9;142;55.4;144;61.7;138;1.51;0.79;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-B.ST;11;323;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=323&marketid=11
SCST.ST;SCANDI STANDARD;59.0;28.6;99;34.1;87;44.3;110;35.7;98;0.64;0.0;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCST.ST;11;101634;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101634&marketid=11
SDIP-B.ST;SDIPTECH;39.8;70.0;127;63.0;127;63.0;127;65.3;127;1.08;-0.77;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-B.ST;11;137416;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137416&marketid=11
SDIP-PREF.ST;SDIPTECH PRF;105.5;10.5;89;32.3;102;31.2;96;24.7;95;0.53;-0.25;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-PREF.ST;11;106736;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106736&marketid=11
SDOS.ST;SCANDIDOS;5.94;62.5;145;64.3;261;48.5;214;58.4;206;3.02;0.52;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST;11;100380;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100380&marketid=11
SEAM.ST;SEAMLESS DISTRIBUTION B;;;;;;;;;;;;;;N/A;N/A;N/A
SEB-A.ST;SE BANKEN A;97.66;55.0;103;52.3;96;60.5;139;55.9;112;1.46;0.27;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-A.ST;N/A;N/A;N/A
SEB-C.ST;SE BANKEN C;99.7;72.2;110;61.1;103;62.9;146;65.4;119;1.36;0.89;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-C.ST;N/A;N/A;N/A
SECARE.ST;SWEDENCARE;34.4;52.6;125;61.3;133;54.9;123;56.3;127;1.7;0.58;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECARE.ST;11;123400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123400&marketid=11
SECI.ST;SECITS HOLDING;8.92;50.0;68;54.2;87;54.2;87;52.8;80;-0.86;-3.66;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECI.ST;11;137562;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137562&marketid=11
SECT-B.ST;SECTRA B;181.4;33.3;103;37.1;118;43.8;184;38.1;135;2.36;0.8;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;11;3083;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3083&marketid=11
SECU-B.ST;SECURITAS B;143.5;80.0;114;67.7;128;63.1;141;70.3;127;1.3;1.16;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECU-B.ST;11;401;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=401&marketid=11
SEMC.ST;SEMCON;57.0;44.4;123;48.6;138;45.6;208;46.2;156;2.51;0.32;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST;11;1054;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1054&marketid=11
SENS.ST;SENSYS GATSO;1.244;60.9;241;59.5;356;64.4;513;61.6;370;4.34;0.13;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SENS.ST;11;12241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=12241&marketid=11
SERT.ST;SERSTECH;2.12;55.6;316;58.8;493;56.2;7524;56.9;2777;20.93;-0.51;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SERT.ST;11;96216;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=96216&marketid=11
SES.ST;SCAND ENVIRO SYS;2.1;53.8;542;55.2;687;52.2;1319;53.7;849;9.86;0.0;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SES.ST;11;101603;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101603&marketid=11
SEYE.ST;SMART EYE;40.0;77.3;85;69.2;106;70.0;109;72.2;100;1.89;1.52;20;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEYE.ST;11;128635;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128635&marketid=11
SEZI.ST;SENZIME;7.92;50.0;111;50.0;116;54.7;257;51.6;161;3.92;1.17;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEZI.ST;11;56147;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56147&marketid=11
SF.ST;STILLFRONT GROUP;168.6;85.7;168;67.7;285;61.2;410;71.5;287;5.26;1.17;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SF.ST;11;116312;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116312&marketid=11
SHB-A.ST;SVENSKA HANDELSBANKEN A;116.0;73.3;107;62.9;104;62.2;139;66.1;116;1.15;0.45;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;11;340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=340&marketid=11
SHB-B.ST;HANDELSBANKEN B;124.4;61.9;115;71.1;125;68.0;162;67.0;134;1.36;1.0;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-B.ST;N/A;N/A;N/A
SHOT.ST;SCANDIC HOTELS GROUP;87.8;55.0;116;53.1;125;48.5;180;52.2;140;2.06;1.13;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHOT.ST;11;115964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115964&marketid=11
SIMRIS-B.ST;SIMRIS ALG;10.1;60.0;169;45.5;163;55.1;258;53.5;196;4.11;0.43;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;11;121365;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121365&marketid=11
SINT.ST;SINTERCAST;65.4;66.7;126;43.8;106;44.3;100;51.6;110;0.13;-0.61;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;11;1058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1058&marketid=11
SJR-B.ST;SJR B;48.2;64.7;114;57.1;132;56.3;142;59.4;129;1.6;1.0;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SJR-B.ST;11;39303;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=39303&marketid=11
SKA-B.ST;SKANSKA B;168.75;50.0;109;52.5;115;52.4;137;51.6;120;0.86;0.11;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKA-B.ST;11;283;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=283&marketid=11
SKF-A.ST;SKF A;171.8;61.9;109;58.5;138;55.2;170;58.5;139;1.62;0.34;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-A.ST;11;284;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=284&marketid=11
SKF-B.ST;SKF B;171.7;75.0;111;55.9;134;57.1;158;62.7;134;1.76;0.89;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-B.ST;11;285;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=285&marketid=11
SKIS-B.ST;SKISTAR B;168.2;86.7;125;75.8;197;57.7;254;73.4;192;2.94;1.44;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKIS-B.ST;11;939;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=939&marketid=11
SMF.ST;SEMAFO;22.0;73.3;126;57.1;117;60.9;302;63.8;181;3.25;2.45;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SMF.ST;11;84981;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=84981&marketid=11
SNM.ST;SHAMARAN PETROLEUM;0.465;66.7;154;70.4;212;59.1;395;65.4;253;3.37;0.47;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SNM.ST;11;82824;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82824&marketid=11
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;142.55;86.7;119;68.6;120;59.7;130;71.7;123;1.22;1.22;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;11;36316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36316&marketid=11
SOF-B.ST;SOFTRONIC B;15.2;50.0;115;50.0;162;40.9;169;47.0;148;2.25;0.33;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOF-B.ST;11;1546;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1546&marketid=11
SOLT.ST;SOLTECH ENERGY;8.71;68.8;173;69.2;300;72.5;439;70.2;304;5.39;2.26;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOLT.ST;11;110738;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110738&marketid=11
SONE.ST;SONETEL;13.6;41.7;90;57.9;122;57.9;122;52.5;111;1.26;2.16;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SONE.ST;11;136229;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136229&marketid=11
SOSIL.NGM;SOTKAMO SILVER;3.75;52.9;105;45.7;79;52.5;291;50.4;158;4.54;-0.43;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;N/A;N/A;N/A
SPIFFX.ST;SPIFFX;2.3;71.4;528;71.4;738;57.1;1095;66.6;787;9.25;-1.41;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPIFFX.ST;11;108517;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108517&marketid=11
SPOR.ST;SPORTAMORE;117.6;76.5;151;75.8;244;70.1;556;74.1;317;6.0;3.62;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPOR.ST;11;90180;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90180&marketid=11
SPRINT.ST;SPRINT BIOSCIENCE;14.85;21.1;66;37.0;93;46.6;151;34.9;103;1.75;-1.16;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPRINT.ST;11;103613;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103613&marketid=11
SRNKE-B.ST;SERNEKE GROUP;98.2;63.2;116;58.5;140;60.5;147;60.7;134;1.77;0.58;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SRNKE-B.ST;11;129023;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129023&marketid=11
SSAB-A.ST;SSAB A;48.21;61.1;123;65.8;160;65.4;347;64.1;210;3.91;2.45;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-A.ST;11;300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=300&marketid=11
SSAB-B.ST;SSAB B;39.09;80.0;130;79.4;185;69.9;352;76.4;222;3.68;1.94;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-B.ST;11;301;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=301&marketid=11
SSM.ST;SSM HOLDING;17.52;72.2;183;62.5;180;62.5;180;65.7;181;1.66;0.1;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;11;135659;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135659&marketid=11
STAR-A.ST;STARBREEZE A;10.98;71.4;240;74.2;304;72.4;821;72.7;455;6.21;3.24;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-A.ST;11;110197;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110197&marketid=11
STAR-B.ST;STARBREEZE B;11.0;63.2;158;60.5;152;61.4;329;61.7;213;3.67;1.22;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST;N/A;N/A;N/A
STE-A.ST;STORA ENSO A;151.0;63.6;124;60.4;135;61.4;190;61.8;149;1.98;1.69;44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-A.ST;11;2169;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2169&marketid=11
STEF-B.ST;STENDORREN FASTIGHETER;72.0;60.0;99;54.8;98;59.0;153;57.9;116;1.83;0.93;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STEF-B.ST;11;80255;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80255&marketid=11
STE-R.ST;STORA ENSO R;150.7;55.6;111;54.5;135;57.5;191;55.9;145;2.36;1.54;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-R.ST;11;2170;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2170&marketid=11
STIL.ST;STILLE;67.4;41.2;119;58.1;168;60.0;400;53.1;229;5.76;2.37;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STIL.ST;11;32001;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32001&marketid=11
STRAX.ST;STRAX;4.7;50.0;105;52.9;116;50.7;143;51.2;121;1.43;1.0;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;11;5116;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5116&marketid=11
STW.ST;SEATWIRL;14.45;70.0;153;61.8;252;61.1;308;64.3;237;4.06;-0.88;18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STW.ST;N/A;N/A;N/A
SUSW.ST;SURGICAL SCIENCE SWEDEN;56.2;77.8;113;75.0;131;75.0;131;75.9;125;2.72;2.35;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;N/A;N/A;N/A
SVED-B.ST;SVEDBERGS I DALSTORP B;38.0;43.8;100;39.5;91;46.1;116;43.1;102;0.98;-0.22;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;11;935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=935&marketid=11
SVIK.ST;STUDSVIK;37.4;62.5;114;50.0;118;47.4;321;53.3;184;2.86;0.0;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST;11;13094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13094&marketid=11
SVOL-A.ST;SVOLDER A;117.0;62.5;104;50.0;116;52.8;176;55.1;132;3.85;1.4;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;11;936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=936&marketid=11
SVOL-B.ST;SVOLDER B;95.02;70.0;102;66.7;131;63.2;240;66.6;157;2.85;1.98;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-B.ST;11;937;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=937&marketid=11
SWEC-A.ST;SWECO A;176.5;29.4;90;31.2;84;50.0;187;36.9;120;1.78;0.68;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST;11;1061;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1061&marketid=11
SWEC-B.ST;SWECO B;182.9;77.3;138;70.5;153;64.6;219;70.8;170;1.71;0.78;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-B.ST;11;1062;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1062&marketid=11
SWED-A.ST;SWEDBANK A;211.0;68.8;109;39.5;92;46.2;112;51.5;104;0.72;0.18;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWED-A.ST;11;120;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120&marketid=11
SWMA.ST;SWEDISH MATCH;367.0;69.2;112;58.1;112;59.1;128;62.1;117;1.41;0.39;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWMA.ST;11;361;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=361&marketid=11
SWOL-B.ST;SWEDOL B;33.45;68.8;126;47.1;132;54.5;239;56.8;165;3.01;0.78;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWOL-B.ST;11;55913;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55913&marketid=11
SYSR.ST;SYSTEMAIR;119.2;57.9;101;46.7;97;40.0;97;48.2;98;0.37;-0.44;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SYSR.ST;11;43007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43007&marketid=11
TALK.ST;TALKPOOL;39.1;63.6;185;63.9;195;65.0;258;64.2;212;3.59;1.8;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TALK.ST;11;122573;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122573&marketid=11
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;2.77;75.0;154;65.4;201;65.4;201;68.6;185;4.3;0.63;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;11;135872;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135872&marketid=11
TASTE.ST;MYTASTE;3.55;58.3;122;48.1;92;44.3;156;50.2;123;1.22;-1.76;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST;11;71541;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=71541&marketid=11
TCC.ST;TC CONNECT;27.6;76.5;144;61.9;122;61.9;122;66.8;129;4.25;1.74;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;11;139136;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139136&marketid=11
TCT.ST;TCT TECH SWEDEN;16.6;88.2;146;61.3;121;55.4;332;68.3;199;3.71;-0.77;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;11;115953;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115953&marketid=11
TEL2-A.ST;TELE2 A;99.0;61.1;109;66.7;118;69.4;194;65.7;140;2.3;1.47;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-A.ST;11;1026;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1026&marketid=11
TEL2-B.ST;TELE2 B;99.68;65.0;110;58.7;120;57.4;138;60.4;122;1.11;1.31;47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-B.ST;11;1027;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1027&marketid=11
TEONE.ST;TARGETEVERYONE;2.0;46.7;119;36.4;72;49.2;134;44.1;108;1.42;-0.04;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;11;110094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110094&marketid=11
TERRNT-B.ST;TERRANET HOLDING;12.2;57.1;158;52.9;146;52.9;146;54.3;150;-1.91;-1.6;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;11;138523;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138523&marketid=11
TETY.ST;TETHYS OIL;66.9;60.0;127;64.7;186;63.6;341;62.8;218;3.52;1.71;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TETY.ST;11;24588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=24588&marketid=11
TFBANK.ST;TF BANK;80.0;44.4;97;50.0;96;52.1;106;48.8;99;0.66;0.19;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;11;123340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123340&marketid=11
TGATE.NGM;THREE GATES;6.6;33.3;56;40.6;50;47.6;89;40.5;65;1.23;-2.92;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TGATE.NGM;N/A;N/A;N/A
THQN-B.ST;THQ NORDIC;156.2;70.0;253;63.0;456;66.0;617;66.3;442;8.23;2.81;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THQN-B.ST;11;128651;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128651&marketid=11
THULE.ST;THULE GROUP;184.9;73.3;104;62.1;120;59.7;155;65.0;126;1.97;1.26;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THULE.ST;11;104058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104058&marketid=11
TIEN.ST;TIETO;294.2;81.2;119;59.5;119;65.3;151;68.7;129;1.32;0.74;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TIEN.ST;11;4025;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4025&marketid=11
TLSN.ST;TELIA COMPANY;39.62;68.8;111;71.9;130;57.9;123;66.2;121;0.79;0.13;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TLSN.ST;N/A;N/A;N/A
