NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
TASTE.ST;MYTASTE;58.3;115;50.0;92;45.0;156;51.1;121;1.22;-1.76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST;11;71541;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=71541&marketid=11
TCC.ST;TC CONNECT;75.0;148;60.0;126;60.0;126;65.0;133;4.25;1.74;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;11;139136;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139136&marketid=11
TCT.ST;TCT TECH SWEDEN;88.2;146;60.6;114;55.4;332;68.1;197;3.71;-0.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;11;115953;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115953&marketid=11
TEL2-A.ST;TELE2 A;61.1;109;66.7;118;69.4;194;65.7;140;2.3;1.47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-A.ST;N/A;N/A;N/A
TEL2-B.ST;TELE2 B;63.2;105;57.8;114;57.0;131;59.3;116;1.01;1.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-B.ST;N/A;N/A;N/A
TEONE.ST;TARGETEVERYONE;53.3;119;39.4;72;50.8;134;47.8;108;1.42;-0.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;11;110094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110094&marketid=11
TERRNT-B.ST;TERRANET HOLDING;57.1;158;52.9;146;52.9;146;54.3;150;-1.91;-1.6;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;N/A;N/A;N/A
TETY.ST;TETHYS OIL;57.9;123;63.6;181;63.1;331;61.5;211;3.53;1.66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TETY.ST;11;24588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=24588&marketid=11
TFBANK.ST;TF BANK;44.4;97;50.0;96;52.1;106;48.8;99;0.66;0.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;11;123340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123340&marketid=11
TGATE.NGM;THREE GATES;33.3;56;40.6;50;47.6;89;40.5;65;1.23;-2.92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TGATE.NGM;N/A;N/A;N/A
THQN-B.ST;THQ NORDIC;70.0;253;63.0;456;66.0;617;66.3;442;8.23;2.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THQN-B.ST;N/A;N/A;N/A
THULE.ST;THULE GROUP;73.3;104;61.3;122;59.7;155;64.8;127;1.97;1.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THULE.ST;11;104058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104058&marketid=11
TIEN.ST;TIETO;81.2;119;59.5;119;65.3;151;68.7;129;1.32;0.74;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TIEN.ST;11;4025;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4025&marketid=11
TLSN.ST;TELIA COMPANY;68.8;111;71.9;130;57.9;123;66.2;121;0.79;0.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TLSN.ST;N/A;N/A;N/A
TMG.ST;THE MARKETING GROUP;64.3;149;67.6;594;70.2;1998;67.4;913;6.03;0.96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TMG.ST;11;122959;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122959&marketid=11
TOBII.ST;TOBII;66.7;163;65.6;241;65.2;382;65.8;262;3.67;1.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBII.ST;11;108332;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108332&marketid=11
TOBIN.ST;TOBIN PROPERTIES;64.3;151;61.3;175;57.9;158;61.2;161;-0.0;-0.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;11;128463;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128463&marketid=11
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;38.9;103;35.0;101;33.8;43;35.9;82;-1.45;-0.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;N/A;N/A;N/A
TRAC-B.ST;TRACTION B;55.0;110;53.8;149;58.6;240;55.8;166;2.57;0.48;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;N/A;N/A;N/A
TRANS.ST;TRANSTEMA;68.8;199;70.0;314;66.7;1522;68.5;678;8.11;3.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRANS.ST;11;109528;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109528&marketid=11
TREL-B.ST;TRELLEBORG B;53.8;112;54.3;121;63.4;171;57.2;134;1.7;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TREL-B.ST;N/A;N/A;N/A
TRENT.ST;TRENTION;75.0;110;64.7;120;42.3;104;60.7;111;1.01;-0.72;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRENT.ST;11;2282;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2282&marketid=11
TROAX.ST;TROAX GROUP;63.2;110;68.6;177;56.3;290;62.7;192;3.77;1.64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TROAX.ST;11;107899;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107899&marketid=11
UFLX-B.ST;UNIFLEX B;54.5;114;40.0;119;44.9;141;46.5;124;1.48;0.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UFLX-B.ST;N/A;N/A;N/A
ULED.NGM;UNI-LIGHT LED;30.8;-13;34.1;-11;34.5;-10;33.1;-11;-4.37;-4.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;N/A;N/A;N/A
UNIBAP.ST;UNIBAP;50.0;128;56.7;268;56.7;268;54.5;221;9.26;0.96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;11;135385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135385&marketid=11
UTG.ST;UNLIMITED TRAVEL GROUP;50.0;120;50.0;141;50.0;215;50.0;158;2.2;0.6;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;11;37471;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37471&marketid=11
VBG-B.ST;VBG B;71.4;127;59.4;153;58.2;226;63.0;168;3.02;1.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VBG-B.ST;N/A;N/A;N/A
VEMF-SDB.ST;VOSTOK EMERGING FINANCE SDR;58.3;122;50.0;130;54.0;195;54.1;149;2.91;1.12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VEMF-SDB.ST;N/A;N/A;N/A
VERI.ST;VERISEC;76.2;155;60.5;218;64.7;295;67.1;222;3.15;0.83;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VERI.ST;11;104860;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104860&marketid=11
VICO.ST;VICORE PHARMA HOLDING;81.8;169;64.3;301;51.9;809;66.0;426;9.72;-1.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICO.ST;11;116629;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116629&marketid=11
VICP.ST;VICTORIA PARK;42.1;100;48.6;120;52.2;228;47.6;149;2.97;0.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP.ST;N/A;N/A;N/A
VICP-B.ST;VICTORIA PARK B;66.7;115;62.1;133;61.4;294;63.4;180;4.16;1.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-B.ST;N/A;N/A;N/A
VICP-PREF.ST;VICTORIA PARK PRF;36.8;92;37.8;97;40.8;107;38.5;98;0.43;-0.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-PREF.ST;N/A;N/A;N/A
VIT-B.ST;VITEC SOFTWARE GROUP B;57.9;110;51.4;133;52.2;218;53.8;153;2.57;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VIT-B.ST;N/A;N/A;N/A
VITR.ST;VITROLIFE;63.2;103;61.8;159;67.6;414;64.2;225;3.86;1.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VITR.ST;11;13469;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13469&marketid=11
VNV-SDB.ST;VOSTOK NEW VENTURES SDR;52.6;97;51.4;99;59.4;185;54.5;127;2.26;0.97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VNV-SDB.ST;N/A;N/A;N/A
VOLO.ST;VOLATI;50.0;122;50.0;156;50.0;155;50.0;144;1.13;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO.ST;11;129150;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129150&marketid=11
VOLO-PREF.ST;VOLATI PRF;33.3;98;40.0;105;37.5;113;36.9;105;0.88;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO-PREF.ST;N/A;N/A;N/A
VOLV-A.ST;VOLVO A;61.5;106;62.9;125;65.8;210;63.4;147;2.71;0.99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-A.ST;N/A;N/A;N/A
VOLV-B.ST;VOLVO B;62.5;108;64.3;125;61.0;202;62.6;145;2.2;0.47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-B.ST;N/A;N/A;N/A
VRG-B.ST;VENUE B;47.4;99;45.2;98;49.2;167;47.3;121;2.54;-0.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VRG-B.ST;N/A;N/A;N/A
VSSAB-B.ST;VIKING SUPPLY SHIPS;77.8;225;50.0;164;50.0;342;59.3;243;2.77;-0.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST;N/A;N/A;N/A
WALL-B.ST;WALLENSTAM B;53.3;102;59.5;115;61.6;138;58.1;118;1.11;0.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WALL-B.ST;N/A;N/A;N/A
WESC.ST;WESC;47.4;123;45.2;107;39.0;47;43.9;92;-2.75;-2.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;11;55316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55316&marketid=11
WIHL.ST;WIHLBORGS FASTIGHETER;76.9;103;75.9;132;72.1;177;75.0;137;1.96;0.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WIHL.ST;11;29759;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=29759&marketid=11
WINT.ST;WEST INTERNATIONAL;64.3;117;64.3;222;59.4;323;62.7;220;4.01;1.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WINT.ST;N/A;N/A;N/A
WISE.ST;WISE GROUP;40.0;111;39.5;112;44.4;143;41.3;122;1.07;-0.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WISE.ST;11;40017;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40017&marketid=11
WTX.ST;WILSON THERAPEUTICS SHS;58.3;184;58.3;236;59.7;577;58.8;332;6.46;1.74;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WTX.ST;11;121819;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121819&marketid=11
XACT.ST;XACT OMX30 ETF;54.5;100;48.5;97;59.7;126;54.2;107;1.08;0.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT.ST;N/A;N/A;N/A
XACT-BEAR.ST;XACT BEAR ETF;52.9;111;48.6;112;51.8;108;51.1;110;0.35;-0.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;N/A;N/A;N/A
XACT-BEAR-2.ST;XACT BEAR2 ETF;46.7;111;51.4;126;58.2;147;52.1;128;0.72;0.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR-2.ST;N/A;N/A;N/A
XACT-BULL.ST;XACT BULL ETF;64.3;104;56.2;115;57.9;155;59.5;124;1.51;0.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL.ST;N/A;N/A;N/A
XACT-BULL-2.ST;XACT BULL2 ETF;64.3;102;66.7;120;62.9;170;64.6;130;2.19;1.36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL-2.ST;N/A;N/A;N/A
XACTHDIV.ST;XACTHDIV ETF;70.0;105;60.0;105;60.0;105;63.3;105;0.65;0.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;N/A;N/A;N/A
XACT-NORDEN-30.ST;XACT NORDEN 30 ETF;52.9;98;46.3;104;51.9;110;50.4;104;0.67;0.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-NORDEN-30.ST;N/A;N/A;N/A
XACT-OMXSB-UTD.ST;XACT OMXSB Utd ETF;61.5;102;51.7;106;62.7;145;58.6;117;1.43;1.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-OMXSB-UTD.ST;N/A;N/A;N/A
XACT-SMABOLAG.ST;XACT SVENSKA SMABOLAG UCITS ETF;84.6;107;67.7;119;65.1;144;72.5;123;1.32;0.96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-SMABOLAG.ST;N/A;N/A;N/A
XANO-B.ST;XANO INDUSTRI B;68.4;155;74.3;271;65.3;445;69.3;290;4.68;2.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XANO-B.ST;N/A;N/A;N/A
XBRANE.ST;XBRANE BIOPHARMA;68.4;176;55.3;310;62.3;448;62.0;311;5.62;0.98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XBRANE.ST;11;118813;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=118813&marketid=11
XESC.ST;DBX ES50 DR 1C ETF;100.0;103;73.3;109;76.5;112;83.3;108;1.37;0.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;N/A;N/A;N/A
XINT.ST;XINTELA;56.2;104;50.0;110;50.0;201;52.1;138;2.6;-0.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;11;120379;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120379&marketid=11
XMEM.ST;DB X-TRACKERS MSCI EM ETF;63.6;114;64.0;115;63.5;121;63.7;116;1.07;0.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMEM.ST;N/A;N/A;N/A
XMR.ST;XMREALITY;71.4;135;73.9;167;73.9;167;73.1;156;3.05;1.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMR.ST;11;136337;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136337&marketid=11
XMWO.ST;DBX MSCI WORLD ETF;70.0;106;46.9;106;53.0;119;56.6;110;0.88;0.24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMWO.ST;N/A;N/A;N/A
XSPX.ST;DB X-TRACKERS S&P 500 ETF;66.7;111;58.6;109;58.5;132;61.3;117;1.47;0.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XSPX.ST;N/A;N/A;N/A
XVIVO.ST;XVIVO PERFUS;76.5;113;62.9;136;54.4;213;64.6;154;2.09;0.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XVIVO.ST;11;90126;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90126&marketid=11
ZAPLOX.ST;ZAPLOX;85.7;218;81.2;259;81.2;259;82.7;245;7.92;5.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZAPLOX.ST;11;139106;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139106&marketid=11
ZETA.ST;ZETA DISPLAY;50.0;118;60.6;224;55.7;580;55.4;307;6.57;0.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA.ST;N/A;N/A;N/A
ZETA-PREF.ST;ZETADISPLAY PRF;66.7;98;52.9;108;52.9;108;57.5;104;1.37;0.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA-PREF.ST;N/A;N/A;N/A
ZZ-B.ST;ZINZINO AB;38.1;77;41.0;86;45.9;109;41.7;90;0.64;-0.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;N/A;N/A;N/A
