NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;PRICE_CHANGE_PERCENT_AVERAGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
SONE.ST;SONETEL;12.74;33.3;90;52.6;122;52.6;122;46.2;111;9;44,4;1,26;2,16;134,28;8,98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SONE.ST;11;136229;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136229&marketid=11
MULT.NGM;MULTIDOCKER CARGO HANDLING;0.559;50.0;75;52.9;80;52.9;80;51.9;78;17;43,8;-1,39;-1,41;130,98;3,93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;N/A;N/A;N/A
VSSAB-B.ST;VIKING SUPPLY SHIPS;22.695;77.8;225;50.0;164;50.0;342;59.3;243;33;43,8;2,77;-0,62;720,13;7,35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST;11;964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=964&marketid=11
GTAB B;GLYCOREX TRANSPLANTATION B;2.6;58.3;114;38.2;77;42.4;110;46.3;100;33;43,8;1,83;-0,85;27,07;5,61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTAB B;N/A;N/A;N/A
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;12.7;50.0;103;37.5;101;35.3;100;40.9;101;17;43,8;0,49;-0,16;0,31;1,44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;N/A;N/A;N/A
ATORX.ST;ALLIGATOR BIOSCIENCE;24.0;54.5;122;52.4;115;52.3;115;53.1;117;22;42,9;0,54;-0,1;23,02;2,43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATORX.ST;11;129022;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129022&marketid=11
CFISH.ST;CRUNCHFISH;13.7;50.0;141;51.2;359;50.0;378;50.4;292;22;42,9;5,96;-0,51;62,54;7,37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CFISH.ST;11;128641;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128641&marketid=11
DMYD-B.ST;DIAMYD MEDICAL B;3.58;50.0;114;44.4;95;43.1;160;45.8;123;29;42,9;2,11;-0,98;102,14;5,98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DMYD-B.ST;11;94266;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94266&marketid=11
ENDO.ST;ENDOMINES;8.12;68.4;125;61.8;230;61.8;495;64.0;283;34;42,4;5,02;-0,54;114,07;7,46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENDO.ST;11;41059;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41059&marketid=11
MEKO.ST;MEKONOMEN;143.0;50.0;110;38.2;101;48.5;127;45.6;112;34;42,4;0,63;-0,29;35,81;2,33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;11;4986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4986&marketid=11
FIRE.ST;FIREFLY;41.4;41.2;94;38.7;99;43.3;115;41.1;102;33;42,4;0,96;-0,21;17,96;2,36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIRE.ST;11;59997;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59997&marketid=11
XINT.ST;XINTELA;3.11;50.0;104;46.4;110;48.1;201;48.2;138;27;42,3;2,6;-0,79;125,65;5,23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;11;120379;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120379&marketid=11
NAXS.ST;NAXS;50.0;71.4;103;48.5;92;47.2;87;55.7;94;26;42,3;0,17;-0,05;1,27;1,28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;11;40342;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40342&marketid=11
EDGE.ST;EDGEWARE;17.42;31.2;69;55.3;90;57.5;93;48.0;84;20;42,1;0,26;-0,17;197,32;5,16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EDGE.ST;11;129609;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129609&marketid=11
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;0.223;56.5;127;55.0;145;55.0;145;55.5;139;20;42,1;0,19;-0,5;217,88;6,29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICKE.NGM;N/A;N/A;N/A
OASM.ST;OASMIA PHARMACEUTICAL;3.97;50.0;159;48.6;235;54.4;500;51.0;298;39;42,1;2,84;-0,75;227,9;6,43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST;11;76461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76461&marketid=11
NTEK-B.ST;NOVOTEK B;27.9;55.6;112;52.8;148;41.0;124;49.8;128;39;42,1;1,31;-0,56;1,38;2,91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;11;4000;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4000&marketid=11
SUSW.ST;SURGICAL SCIENCE SWEDEN;55.5;77.8;113;75.0;131;75.0;131;75.9;125;10;55,6;2,72;2,35;23,56;4,46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;N/A;N/A;N/A
OP-PREF.ST;OSCAR PROPERTIES PRF;208.0;50.0;138;41.2;140;37.2;135;42.8;137;39;42,1;0,88;-0,19;36,54;1,94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;11;109238;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109238&marketid=11
REJL-B.ST;REJLERS B;53.4;57.1;106;60.0;148;57.1;207;58.1;153;31;41,9;2;-0,31;69,88;3,56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REJL-B.ST;11;37758;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37758&marketid=11
SERT.ST;SERSTECH;2.09;58.8;327;58.8;493;56.2;7524;57.9;2781;32;41,9;20,93;-0,51;147,67;16,94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SERT.ST;11;96216;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=96216&marketid=11
IMPC.ST;IMPACT COATINGS;9.38;52.4;70;47.1;65;54.7;203;51.4;112;32;41,9;1,98;-0,71;136,24;6,77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST;11;28041;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=28041&marketid=11
NWG.ST;NORDIC WATERPROOFING HOLDING;75.4;45.5;107;50.0;112;48.4;110;48.0;109;32;41,9;0,34;-0,35;37,17;2,41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;11;123243;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123243&marketid=11
LAUR.ST;LAURITZ.COM;1.33;66.7;206;61.8;373;62.0;480;63.5;353;25;41,7;2,78;-0,73;395,73;7,59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAUR.ST;11;123678;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123678&marketid=11
MATRA.ST;MATRA PETROLEUM;4.5;47.1;122;56.0;178;56.0;178;53.0;159;12;41,7;2,77;-3,59;112,82;10,13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;11;136267;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136267&marketid=11
PREC.ST;PRECISE BIOMETRICS;1.43;41.2;80;52.0;127;53.1;489;48.8;232;24;41,7;7,25;-1,3;279,44;10,59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREC.ST;11;10751;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=10751&marketid=11
ALLG-B.ST;ALLGON B;8.14;70.0;110;59.1;119;52.0;220;60.4;149;25;41,7;1,82;-1,4;64,81;4,1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALLG-B.ST;11;28738;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=28738&marketid=11
BIOS.ST;BIOSERVO TECHNOLOGIES;16.95;45.8;90;50.0;117;50.0;117;48.6;108;13;41,7;2,47;-0,57;2,47;3,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOS.ST;11;138312;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138312&marketid=11
ESSITY-A.ST;ESSITY;234.5;39.1;99;40.0;98;40.0;98;39.7;98;12;41,7;0,45;-0,26;10,29;1,55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ESSITY-A.ST;11;139300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139300&marketid=11
ALM-PREF.ST;ALM PRF;105.5;50.0;103;50.0;106;38.0;100;46.0;103;25;41,7;0,46;0;8,81;1,27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALM-PREF.ST;11;88573;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=88573&marketid=11
XACT-BEAR.ST;XACT BEAR ETF;64.71;44.4;110;44.7;112;50.0;107;46.4;109;42;41,5;0,34;-0,22;63,64;2,13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;N/A;N/A;N/A
TCC.ST;TC CONNECT;27.5;80.0;149;61.9;122;61.9;122;67.9;131;10;70;4,25;1,74;14,74;6,47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;11;139136;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139136&marketid=11
COMPI.NGM;COMPUTER INNOVATION I VAXJO;0.094;52.6;89;51.4;61;55.9;193;53.3;114;29;41,4;3,59;-1,06;1226,09;9,89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COMPI.NGM;N/A;N/A;N/A
IS.ST;IMAGE SYSTEMS;2.33;38.5;95;46.4;102;51.7;165;45.5;120;30;41,4;1,99;-0,79;53,25;4,42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IS.ST;N/A;N/A;N/A
CCOR-B.ST;CONCORDIA MARITIME B;11.0;70.0;113;42.9;90;45.8;95;52.9;99;29;41,4;0,86;0;54,39;2,87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCOR-B.ST;11;971;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=971&marketid=11
PREV-B.ST;PREVAS B;17.8;43.8;123;30.6;104;38.3;127;37.6;118;30;41,4;1,18;-1,08;12,64;3,11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;11;1039;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1039&marketid=11
TERRNT-B.ST;TERRANET HOLDING;11.95;60.0;176;55.6;163;55.6;163;57.1;167;9;50;-0,39;-0,6;101,17;5,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;11;138523;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138523&marketid=11
RNBS.ST;RETAIL AND BRANDS;8.06;45.5;94;42.5;95;50.0;146;46.0;111;35;41,2;0,9;-0,39;120,83;4,23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;11;13467;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13467&marketid=11
AINO.ST;AINO HEALTH;4.26;61.5;181;51.6;228;48.6;198;53.9;202;17;41,2;0,36;-0,6;379,81;7,43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AINO.ST;11;130478;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130478&marketid=11
HM-B.ST;HENNES & MAURITZ B;131.28;50.0;94;52.4;103;54.4;129;52.3;108;45;40,9;0,34;-0,31;124,45;2,44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HM-B.ST;N/A;N/A;N/A
KARE.ST;KARESSA PHARMA;9.24;53.6;91;52.2;82;50.0;65;51.9;79;45;40,9;0,23;-0,34;78,27;4,06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;11;106031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106031&marketid=11
ADDV-B.ST;ADDVISE GROUP;1.3;38.9;82;35.7;83;47.8;82;40.8;82;21;40,9;0,88;-1,16;51,58;4,91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDV-B.ST;11;113184;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=113184&marketid=11
OBDU-B.NGM;OBDUCAT B;1.0;72.2;121;57.6;136;53.8;224;61.2;160;32;40,6;0,23;-1,52;984,14;7,68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;13;J;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=J&marketid=13
BMAX.ST;BYGGMAX GROUP;47.0;40.0;101;50.0;118;52.6;136;47.5;118;38;40,5;1,08;-0,24;56,19;2,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BMAX.ST;11;75712;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75712&marketid=11
SYSR.ST;SYSTEMAIR;107.4;55.6;98;45.7;96;39.5;96;46.9;96;43;40,5;0,33;-0,48;44,13;2,16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SYSR.ST;11;43007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43007&marketid=11
AAC.ST;AAC MICROTEC;7.6;75.0;227;60.0;453;59.4;422;64.8;367;16;40;8,84;-2,31;73,17;11,25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AAC.ST;11;130711;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130711&marketid=11
AMBEA.ST;AMBEA;64.6;52.6;104;58.1;108;58.1;108;56.3;106;15;40;0,73;0;48,07;2,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMBEA.ST;11;135504;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135504&marketid=11
IMNP.ST;IMMUNE PHARMACEUTICALS;3.26;58.3;166;59.1;223;54.8;437;57.4;275;30;40;3,1;-2,42;2691,23;10,59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMNP.ST;19;IMNP;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=IMNP&marketid=19
VOLO.ST;VOLATI;45.95;50.0;122;48.7;155;50.0;155;49.6;144;21;40;1,13;0;76,69;3,32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO.ST;11;129150;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129150&marketid=11
AXIS.ST;AXIS;332.0;33.3;98;44.8;105;48.4;120;42.2;107;31;40;0,66;-0,42;17,7;1,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXIS.ST;11;5150;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5150&marketid=11
BONG.ST;BONG;1.12;50.0;108;42.4;125;43.3;151;45.2;128;33;39,4;1,44;-0,61;17,59;3,82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONG.ST;11;892;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=892&marketid=11
CYXO.ST;CYXONE;10.22;58.3;146;50.0;189;51.7;236;53.3;190;29;39,3;3,26;-0,21;20,04;5,09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CYXO.ST;11;123240;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123240&marketid=11
DEFL-B.ST;DEFLAMO B;0.158;66.7;755;66.7;533;59.2;454;64.2;580;24;39,1;4,39;-1,2;1341,88;12,36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DEFL-B.ST;11;60687;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=60687&marketid=11
AROC.ST;AROCELL;3.17;68.8;89;53.5;112;52.7;143;58.3;114;37;38,9;0,5;-1,55;147,22;5,05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AROC.ST;17;AROC;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=AROC&marketid=17
ZZ-B.ST;ZINZINO AB;8.78;42.9;78;41.0;85;46.7;108;43.5;90;37;38,9;0,64;-0,55;90,26;3,63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;11;77836;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77836&marketid=11
ELEC.ST;ELECTRA GRUPPEN;66.6;36.8;101;35.1;94;37.0;98;36.3;97;36;38,9;0,4;-0,76;6,12;2,11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELEC.ST;N/A;N/A;N/A
SINT.ST;SINTERCAST;64.4;75.0;126;46.9;106;45.7;100;55.9;110;35;38,2;0,13;-0,61;35,8;1,98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;11;1058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1058&marketid=11
GPG-PREF.ST;GENOVA PROPERTY GROUP PRF;123.0;44.4;104;45.0;102;38.6;97;42.7;101;35;38,2;0,38;-0,2;2,04;1,2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPG-PREF.ST;11;116646;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116646&marketid=11
AUTO.ST;VA AUTOMOTIVE;0.205;43.8;117;57.1;148;53.3;170;51.4;145;30;37,9;-0,76;-0,55;1339,07;6,49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AUTO.ST;11;104396;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104396&marketid=11
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;109.5;36.8;103;35.9;101;33.3;42;35.3;82;37;37,8;-1,45;-0,22;107,9;1,65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;11;104981;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104981&marketid=11
AOI.ST;AFRICA OIL;8.075;57.1;116;52.3;109;51.2;147;53.5;124;41;37,5;1,7;-0,31;129,41;4,06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AOI.ST;11;77948;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77948&marketid=11
AIK-B.NGM;AIK FOTBALL B;2.28;27.8;98;44.1;101;41.3;126;37.7;108;31;36,7;1,33;-0,26;15,62;4,18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AIK-B.NGM;13;2X7;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2X7&marketid=13
IQSE.NGM;IQS ENERGI KOMFORT;1.38;53.3;88;61.3;113;59.6;97;58.1;99;23;36,4;-0,43;-1,38;170,16;5,22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IQSE.NGM;N/A;N/A;N/A
SECI.ST;SECITS HOLDING;8.2;50.0;68;54.2;87;54.2;87;52.8;80;12;36,4;-0,86;-3,66;95,92;5,74;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECI.ST;11;137562;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137562&marketid=11
MTRS.ST;MUNTERS GROUP;49.2;45.5;81;45.8;82;45.8;82;45.7;81;12;36,4;-1,09;-0,19;40,06;2,92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;11;137814;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137814&marketid=11
MAXF.ST;MAXFASTIGHETER I SVERIGE;27.3;41.7;95;43.3;92;43.3;92;42.8;93;15;35,7;-0,03;-0,72;5,05;1,57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;11;123717;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123717&marketid=11
HEBA-B.ST;HEBA FASTIGHETS B;109.0;25.0;92;23.5;85;34.4;84;27.6;87;32;35,5;-0,13;-0,17;12,85;0,9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEBA-B.ST;11;991;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=991&marketid=11
CAT-A.ST;CATELLA A;23.0;72.7;114;54.8;127;60.0;164;62.5;135;17;35,3;1,68;-0,22;42,49;5,06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-A.ST;N/A;N/A;N/A
LLSW-B.ST;LIGHTLAB SWE B;0.449;52.4;140;54.3;168;47.9;121;51.5;143;35;35,3;-0,45;-1,72;181,38;4,4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LLSW-B.ST;11;63604;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=63604&marketid=11
GUGEO.NGM;GUIDELINE GEO;7.06;58.3;191;41.7;207;42.6;210;47.5;202;23;34,8;2,33;-0,77;90,85;6,63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUGEO.NGM;N/A;N/A;N/A
IVISYS.ST;IVISYS;5.84;47.6;157;53.8;210;52.3;127;51.2;164;31;34,4;2,12;-1,54;38,52;7,42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;11;108037;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108037&marketid=11
BRIOX.NGM;BRIOX;4.0;38.5;79;48.3;156;36.9;89;41.2;108;32;34,4;0,38;-3,5;34,48;7,07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIOX.NGM;N/A;N/A;N/A
PEGRO-PREF.ST;PEGROCO INVEST PRF;119.5;26.3;86;27.6;91;32.3;86;28.7;87;32;34,4;0,19;-0,29;2,74;0,99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;11;110545;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110545&marketid=11
POOL-B.ST;POOLIA B;12.85;41.2;84;31.7;69;38.7;77;37.2;76;30;33,3;-0,16;-0,88;38,64;3,46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;11;3974;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3974&marketid=11
JAYS.ST;JAYS;1.6;45.5;155;40.5;233;40.2;279;42.1;222;41;32,5;2,78;-1,32;53,96;5,56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;11;75344;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75344&marketid=11
DELARK.ST;DELARKA HOLDING;111.5;30.4;88;33.3;81;35.1;79;32.9;82;38;32,4;-0,06;-0,32;12,89;0,9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DELARK.ST;11;98836;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98836&marketid=11
SDIP-PREF.ST;SDIPTECH PRF;105.5;10.5;89;32.3;102;31.2;96;24.7;95;32;32,3;0,53;-0,25;1,64;1,15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-PREF.ST;11;106736;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106736&marketid=11
SPRINT.ST;SPRINT BIOSCIENCE;13.1;25.0;58;39.3;81;48.3;131;37.5;90;29;32,1;1,24;-1,29;344,04;5,96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPRINT.ST;11;103613;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103613&marketid=11
TRENT.ST;TRENTION;59.0;66.7;111;56.2;119;40.4;104;54.4;111;25;32;1,01;-0,72;0;2,24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRENT.ST;11;2282;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2282&marketid=11
ACARIX.ST;ACARIX;8.3;57.1;102;52.9;83;52.9;83;54.3;89;17;31,2;-0,51;-2,39;152,38;5,61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACARIX.ST;11;130710;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130710&marketid=11
ISOFOL.ST;ISOFOL MEDICAL;24.6;45.0;132;42.9;128;42.9;128;43.6;129;14;30,8;2,32;-0,65;13,81;4,43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISOFOL.ST;11;135681;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135681&marketid=11
FOOT-PREF.ST;FOOTWAY GROUP PRF;113.0;33.3;90;29.6;89;29.6;89;30.8;89;13;30,8;-0,05;-0,67;4,91;1,9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOOT-PREF.ST;11;110741;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110741&marketid=11
HOVD.ST;HOVDING SVERIGE;8.8;62.5;112;52.8;122;51.5;438;55.6;224;34;30,3;4,48;-1,51;209,87;7,26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOVD.ST;11;110530;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110530&marketid=11
INTU.ST;INTUITIVE AERIAL;0.542;81.2;157;61.8;140;45.6;92;62.9;129;34;30,3;-1,26;-2,82;774,53;6,48;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;11;105287;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105287&marketid=11
TGATE.NGM;THREE GATES;6.1;33.3;56;40.6;50;47.6;89;40.5;65;21;30;1,23;-2,92;532,56;10,6;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TGATE.NGM;N/A;N/A;N/A
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;10.0;22.2;97;22.2;96;30.4;97;24.9;96;11;30;0,14;-0,4;1,91;0,86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;11;139716;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139716&marketid=11
