NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;PRICE_CHANGE_PERCENT_AVERAGE;PRICE_CHANGE_PERCENT_MEDIAN;BUY_AVERAGE_FAILED_PER_CHANGE;BUY_MEDIAN_FAILED_PER_CHANGE;BUY_AVERAGE_SUCCESS_PER_CHANGE;BUY_MEDIAN_SUCCESS_PER_CHANGE;BUYANDFAIL_MEDIAN_KEYVALUE;BUYANDFAIL_AVERAGE_KEYVALUE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
FPIP.ST;FORMPIPE;13.15;52.9;106;45.5;118;47.5;165;48.6;129;30;53.3;2.72;1.58;-1.15;-1.07;5.4;3.47;0.55;1.54;1.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPIP.ST;11;72565;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=72565&marketid=11
FRIM.ST;ROBERT FRIMAN INTERNATIONAL;;;;;;;;;;;;;;;;;;;;;;;;
FRISQ.ST;FRISQ HOLDING;22.2;81.8;259;64.3;213;64.0;210;70.0;227;25;62.5;6.02;3.76;-2.64;-1.48;8.09;2.96;0.49;3.27;1.69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRISQ.ST;11;127937;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127937&marketid=11
FRNT-B.NGM;FRONTOFFICE NORDIC B;3.3;73.7;108;53.8;96;57.6;270;61.7;158;29;44.8;6.53;2.93;-4.06;-3.03;13.01;6.18;0.3;2.79;2.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRNT-B.NGM;13;37HJ;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37HJ&marketid=13
G5EN.ST;G5 ENTERTAINMENT;327.0;65.0;161;61.1;269;64.5;1726;63.5;718;38;83.8;7.41;5.41;-3.54;-3.32;10.49;7.12;4.63;7.42;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=G5EN.ST;11;60158;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=60158&marketid=11
GAPW-B.ST;GAPWAVES;17.94;78.6;152;61.3;768;58.8;810;66.2;576;17;62.5;15.36;5.32;-3.14;-3.23;31.93;10.64;4.64;17.98;2.74;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GAPW-B.ST;11;128818;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128818&marketid=11
GAPW-TO-1B.ST;GAPWAVES SUBSCR OPT;;;;;;;;;;;;;;;;;;;;;;;;
GARO.ST;GARO;170.0;66.7;131;66.7;145;61.4;307;64.9;194;35;61.8;4.67;2.58;-1.93;-2.09;6.07;3.95;0.84;2.21;1.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GARO.ST;11;119990;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119990&marketid=11
GCOR.ST;GAMING CORPS;0.454;81.2;241;55.8;189;59.7;508;65.6;312;36;45.7;9.92;4.81;-3.6;-2.7;12.41;4.6;-0.16;2.92;4.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GCOR.ST;11;110080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110080&marketid=11
GENO.ST;GENOVIS B;3.9;76.9;118;55.6;174;47.3;202;59.9;164;27;44.4;4.71;2.3;-2.67;-1.93;11.06;3.28;-0.42;2.63;1.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GENO.ST;11;36315;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36315&marketid=11
GETI-B.ST;GETINGE B;93.2;85.7;125;61.8;142;57.9;155;68.5;140;38;59.5;2.64;1.63;-2.23;-1.24;2.88;2.44;0.15;0.01;1.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GETI-B.ST;11;812;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=812&marketid=11
GHP.ST;GHP SPECIALTY CARE;8.64;53.3;109;51.7;129;52.4;240;52.5;159;31;51.6;3.8;2.14;-1.45;-1.35;6.34;5.34;1.3;1.77;1.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHP.ST;11;59064;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59064&marketid=11
GHUS-B.ST;GOTENEHUS GROUP B;4.5;56.2;148;60.0;182;56.2;222;57.5;184;36;58.3;3.53;2.39;-2.22;-2.36;5.04;4.24;0.69;1.21;1.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHUS-B.ST;11;37306;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37306&marketid=11
GOMX.ST;GOMSPACE GROUP;57.4;81.2;152;78.1;403;78.3;803;79.2;452;23;68.2;9.53;3.87;-3.34;-3.51;18.49;5.75;2.01;10.75;1.84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GOMX.ST;11;123579;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123579&marketid=11
GPG-PREF.ST;GENOVA PROPERTY GROUP PRF;122.0;50.0;104;47.5;102;39.7;92;45.7;99;34;39.4;1.15;0.75;-0.72;-0.53;1.77;1.43;-0.56;-0.54;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPG-PREF.ST;11;116646;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116646&marketid=11
GPX.ST;GASPOROX;13.7;62.5;178;55.3;204;54.5;235;57.4;205;22;52.4;5.06;3.73;-2.94;-3.07;7.93;4.65;0.18;1.96;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPX.ST;11;128307;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128307&marketid=11
GREAT.ST;GREATER THAN;26.9;50.0;88;50.0;197;47.6;194;49.2;159;20;50.0;6.7;3.98;-3.1;-2.53;11.87;5.34;0.6;3.58;1.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GREAT.ST;11;101192;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101192&marketid=11
GRNG.ST;GRANGES;95.4;52.4;100;57.6;122;52.1;138;54.0;120;36;58.3;2.57;1.4;-1.66;-0.78;3.93;2.44;0.3;0.8;1.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GRNG.ST;11;103110;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103110&marketid=11
GTAB B;GLYCOREX TRANSPLANTATION B;2.4;58.3;114;38.2;77;43.1;119;46.5;103;32;43.8;5.58;3.49;-4.24;-3.4;10.29;8.06;0.82;1.32;1.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTAB B;13;2E;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2E&marketid=13
GTGS.NGM;GOLD TOWN GAMES;5.62;50.0;306;60.0;405;58.9;871;56.3;527;28;55.6;12.54;6.72;-5.13;-4.83;22.84;7.47;1.21;9.62;1.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTGS.NGM;13;3AJN;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3AJN&marketid=13
GUGEO.NGM;GUIDELINE GEO;6.94;63.6;201;41.7;207;42.6;210;49.3;206;23;34.8;6.63;3.72;-3.79;-2.22;13.82;8.36;0.66;1.54;1.91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUGEO.NGM;13;20E;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=20E&marketid=13
GUNN.ST;GUNNEBO;31.05;75.0;141;65.8;158;58.3;175;66.4;158;36;54.3;2.56;1.67;-1.46;-1.08;3.37;3.22;0.45;0.36;1.53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUNN.ST;11;816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=816&marketid=11
GWS.ST;GWS PRODUCTION;3.2;70.0;88;69.7;201;73.0;536;70.9;275;31;61.3;8.01;3.55;-3.48;-3.44;10.44;2.44;-0.64;4.25;5.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GWS.ST;11;103191;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103191&marketid=11
HANC-PREF-A.ST;HANCAP PRF;33.7;58.8;111;48.1;125;47.1;141;51.3;125;25;50.0;2.98;1.36;-1.09;-1.15;4.99;1.83;-0.46;1.15;1.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANC-PREF-A.ST;11;108039;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108039&marketid=11
HANZA.ST;HANZA HOLDING;12.95;76.9;119;54.5;110;52.2;171;61.2;133;33;57.6;3.0;1.36;-2.32;-1.83;5.37;2.2;-0.31;1.31;1.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANZA.ST;11;100972;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100972&marketid=11
HAV-B.ST;HAVSFRUN INVESTMENT B;19.8;28.6;92;20.0;80;25.8;74;24.8;82;31;26.7;1.4;1.05;-1.07;-1.04;1.63;0.98;-1.3;-1.15;1.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HAV-B.ST;11;990;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=990&marketid=11
HEBA-B.ST;HEBA FASTIGHETS B;109.0;25.0;92;25.0;86;34.4;84;28.1;87;32;35.5;0.9;0.67;-0.78;-0.67;1.13;0.46;-1.07;-0.9;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEBA-B.ST;11;991;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=991&marketid=11
HEIM-PREF.ST;HEIMSDATEN PRF;329.0;58.8;103;56.8;105;56.7;127;57.4;111;33;57.6;1.28;0.82;-0.65;-0.57;1.97;1.52;-0.17;0.06;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEIM-PREF.ST;11;110093;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110093&marketid=11
HELIO.ST;HELIOSPECTRA;7.0;65.0;295;52.4;451;50.0;1116;55.8;620;36;45.7;8.31;2.31;-2.13;-1.36;17.5;6.61;1.48;6.04;1.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HELIO.ST;11;101607;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101607&marketid=11
HEMC.ST;HEMCHECK SWEDEN;8.68;86.7;234;74.1;629;74.1;629;78.3;497;13;76.9;14.42;9.77;-5.19;-3.24;23.23;9.86;6.03;15.86;1.99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC.ST;11;135098;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135098&marketid=11
HEMC-TO1.ST;HEMCHECK SWEDEN SUBSCR OPT;;;;;;;;;;;;;;;;;;;;;;;;
HEMF.ST;HEMFOSA FASTIGHETER AB;97.0;71.4;106;70.4;133;57.1;139;66.3;126;31;64.5;2.39;1.44;-1.43;-1.4;3.03;1.42;-0.38;0.65;1.12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF.ST;11;100152;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100152&marketid=11
HEMF-PREF.ST;HEMFOSA FASTIGHETER PRF;183.0;53.3;98;51.7;102;42.9;110;49.3;103;31;50.0;1.21;0.83;-0.59;-0.57;1.97;1.58;-0.3;-0.11;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF-PREF.ST;11;104593;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104593&marketid=11
HEXA-B.ST;HEXAGON B;480.3;65.0;112;59.1;112;57.0;136;60.4;120;43;66.7;1.93;1.17;-0.92;-0.93;2.49;2.42;0.5;0.55;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEXA-B.ST;11;819;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=819&marketid=11
HIFA-B.ST;HIFA B;2.92;55.6;104;60.0;121;61.4;143;59.0;122;35;67.6;2.52;2.0;-2.16;-2.3;2.62;2.21;-0.05;0.27;1.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIFA-B.ST;11;5232;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5232&marketid=11
HIQ.ST;HIQ INTERNATIONAL;72.7;68.2;118;67.5;147;65.8;246;67.2;170;39;69.2;2.62;1.62;-1.1;-0.97;4.04;3.3;1.18;1.66;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIQ.ST;11;3540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3540&marketid=11
HLDX.ST;HALDEX;84.6;50.0;110;47.7;108;53.0;163;50.2;127;33;43.8;2.96;1.06;-1.2;-0.85;5.99;3.52;0.26;1.15;1.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;11;817;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=817&marketid=11
HM-B.ST;HENNES & MAURITZ B;129.24;52.6;98;53.5;107;54.9;134;53.7;113;45;40.9;2.46;1.64;-1.54;-1.22;3.17;2.58;-0.47;-0.41;2.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HM-B.ST;11;992;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=992&marketid=11
HMED.ST;HANSA MEDICAL;236.2;66.7;134;67.7;322;62.3;1291;65.6;582;34;61.8;7.41;3.29;-1.71;-1.52;15.44;9.47;4.47;8.09;1.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMED.ST;11;43288;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43288&marketid=11
HMS.ST;HMS NETWORKS;120.0;70.6;114;73.5;185;67.6;343;70.6;214;35;74.3;3.58;2.35;-0.79;-0.42;5.1;3.99;2.06;2.79;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMS.ST;11;43302;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43302&marketid=11
HOFI.ST;HOIST FINANCE;76.5;93.3;148;60.0;150;53.0;158;68.8;152;33;62.5;2.71;1.9;-1.31;-1.47;3.38;2.99;0.52;0.82;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;11;107904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107904&marketid=11
HOGK-PREF-A.ST;AKTIEBOLAGET HOGKULLEN PRF;34.4;100.0;99;41.7;98;43.8;98;61.8;98;7;57.1;0.78;0.6;-0.34;-0.3;0.81;0.91;-0.41;-0.48;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;11;110779;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110779&marketid=11
HOLM-A.ST;HOLMEN A;448.0;59.1;125;52.4;127;51.2;146;54.2;132;43;59.5;2.22;1.2;-1.21;-0.91;3.42;2.3;0.2;0.74;1.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-A.ST;11;221;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=221&marketid=11
HOLM-B.ST;HOLMEN B;445.4;62.5;125;62.5;143;53.9;174;59.6;147;38;64.9;2.23;1.26;-1.55;-1.15;3.72;2.77;0.59;1.07;1.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-B.ST;11;222;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=222&marketid=11
HOVD.ST;HOVDING SVERIGE;8.68;55.6;104;50.0;113;50.0;407;51.9;208;35;29.4;7.15;3.65;-2.84;-2.17;19.84;7.92;-0.0;3.03;3.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOVD.ST;11;110530;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110530&marketid=11
HOYLU.ST;HOYLU;6.16;61.5;174;73.9;451;73.9;451;69.8;358;11;81.8;16.01;8.81;-2.96;-2.96;20.29;10.43;7.19;15.26;1.83;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOYLU.ST;11;133092;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133092&marketid=11
HPOL-B.ST;HEXPOL B;74.45;57.9;110;64.9;125;60.5;157;61.1;130;40;62.5;2.38;1.16;-0.66;-0.42;2.29;1.56;0.02;0.38;1.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HPOL-B.ST;11;55907;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55907&marketid=11
HTRO.ST;HEXATRONIC GROUP;59.8;72.2;140;68.4;216;66.2;525;68.9;293;34;72.7;5.35;2.68;-2.5;-2.48;8.69;6.1;2.96;4.84;1.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HTRO.ST;11;82816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82816&marketid=11
HUFV-A.ST;HUFVUDSTADEN A;119.4;75.0;106;60.6;109;63.2;136;66.3;117;34;66.7;1.91;1.27;-1.02;-0.94;2.37;2.24;0.38;0.44;1.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUFV-A.ST;11;820;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=820&marketid=11
HUM.ST;HUMANA;49.45;50.0;108;63.2;134;54.3;130;55.8;124;35;55.9;2.71;1.98;-1.72;-1.03;2.64;1.98;-0.15;-0.08;1.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUM.ST;11;120363;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120363&marketid=11
HUSQ-A.ST;HUSQVARNA A;82.0;50.0;105;50.0;121;52.6;172;50.9;132;38;48.6;2.23;1.38;-1.14;-0.74;4.33;3.84;0.69;0.72;1.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;11;34913;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34913&marketid=11
HUSQ-B.ST;HUSQVARNA B;82.6;44.4;105;52.5;123;51.2;165;49.4;131;41;57.5;2.17;1.39;-1.39;-1.14;3.57;2.4;0.1;0.66;1.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;11;34915;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34915&marketid=11
IBT-B.ST;INFANT BACTERIAL THERAPEUTICS;114.5;53.3;190;53.6;454;63.8;1271;56.9;638;23;69.6;8.98;4.17;-1.95;-2.05;16.47;10.66;6.0;10.07;1.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IBT-B.ST;11;120381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120381&marketid=11
ICA.ST;ICA GRUPPEN;291.2;68.8;99;67.6;109;61.6;121;66.0;109;43;73.8;1.49;0.87;-1.34;-0.93;1.59;0.9;-0.38;0.02;1.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ICA.ST;11;32443;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32443&marketid=11
ICTA-B.ST;INTELLECTA B;;;;;;;;;;;;;;;;;;;;;;;;
IJ.ST;INTRUM JUSTITIA;;;;;;;;;;;;;;;;;;;;;;;;
IMMNOV.ST;IMMUNOVIA;102.8;50.0;133;57.1;149;64.9;514;57.3;265;38;62.2;5.16;2.56;-2.1;-1.78;9.35;6.02;2.27;4.22;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMNOV.ST;11;115966;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115966&marketid=11
IMMU.ST;IMMUNICUM;6.55;90.9;166;69.6;246;62.9;465;74.5;292;31;60.0;6.93;4.12;-2.13;-1.41;7.44;5.77;2.1;2.81;4.33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMU.ST;11;93632;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93632&marketid=11
IMNP.ST;IMMUNE PHARMACEUTICALS;3.26;60.0;129;59.1;223;55.7;452;58.3;268;29;40.0;10.72;5.66;-4.63;-4.26;16.29;5.08;-1.32;2.94;27.91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMNP.ST;19;IMNP;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=IMNP&marketid=19
IMPC.ST;IMPACT COATINGS;8.45;57.9;90;46.9;66;53.2;195;52.7;117;31;43.3;6.62;2.94;-3.91;-2.35;9.95;3.25;-0.73;1.29;2.36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST;11;28041;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=28041&marketid=11
INDEX.ST;INDEX PHARMACEUTICALS HOLDING;5.58;27.3;107;46.9;128;48.6;126;40.9;120;18;44.4;3.22;1.74;-1.54;-0.98;4.51;2.59;-0.19;0.35;1.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDEX.ST;11;127479;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127479&marketid=11
INDT.ST;INDUTRADE;211.0;71.4;111;79.2;163;78.8;230;76.5;168;26;80.0;3.68;2.28;-2.36;-2.68;5.34;3.93;1.81;3.0;1.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDT.ST;11;31308;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31308&marketid=11
INDU-A.ST;INDUSTRIVARDEN A;196.2;56.2;98;63.3;124;63.6;170;61.0;130;33;65.6;2.45;1.15;-1.31;-1.07;3.83;2.64;0.56;1.26;1.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-A.ST;11;142;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=142&marketid=11
INDU-C.ST;INDUSTRIVARDEN C;187.65;78.6;109;65.6;124;61.1;169;68.4;134;36;74.3;2.07;1.17;-0.91;-0.95;2.95;2.08;0.5;1.16;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-C.ST;11;143;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=143&marketid=11
INISS-B.ST;INISSION;47.1;65.0;122;52.6;134;53.7;201;57.1;152;26;50.0;4.76;2.07;-1.26;-1.33;7.48;5.04;1.06;2.31;1.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INISS-B.ST;11;110377;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110377&marketid=11
INSTAL.ST;INSTALCO INTRESSENTER;55.3;71.4;138;59.1;134;59.1;134;63.2;135;11;40.0;3.23;1.83;-1.39;-1.43;4.53;3.4;-0.3;0.18;1.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;11;137177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137177&marketid=11
INTU.ST;INTUITIVE AERIAL;0.52;76.5;157;60.0;140;44.9;91;60.5;129;34;29.4;6.42;4.48;-4.76;-4.68;7.16;4.76;-2.7;-2.06;8.97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;11;105287;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105287&marketid=11
INVE-A.ST;INVESTOR A;356.6;50.0;106;55.6;127;58.3;182;54.6;138;36;62.9;2.16;0.94;-0.7;-0.42;3.46;2.36;0.53;1.12;1.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-A.ST;11;160;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=160&marketid=11
INVE-B.ST;INVESTOR B;362.9;68.8;106;71.9;140;69.1;198;69.9;148;34;78.8;2.45;1.38;-0.98;-1.02;3.27;2.42;0.89;1.57;1.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-B.ST;11;161;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=161&marketid=11
INWI.ST;INWIDO;74.0;78.6;117;75.0;153;67.5;220;73.7;163;40;66.7;3.11;2.0;-1.91;-1.69;3.29;1.82;-0.15;0.76;1.64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;11;102786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102786&marketid=11
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;35.8;64.3;111;70.0;175;70.0;175;68.1;153;10;77.8;6.7;4.21;-2.34;-2.34;9.85;4.19;1.94;6.34;1.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IPCO.ST;11;136295;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136295&marketid=11
IQSE.NGM;IQS ENERGI KOMFORT;;;;;;;;;;;;;;;;;;;;;;;;
IRLAB-A.ST;IRLAB THERAPEUTICS;128.0;62.5;110;53.6;270;53.6;270;56.6;216;14;53.8;7.19;2.96;-1.89;-1.63;16.28;7.5;2.48;7.09;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST;11;132776;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=132776&marketid=11
IS.ST;IMAGE SYSTEMS;2.39;46.2;96;51.9;107;52.5;165;50.2;122;30;43.3;4.38;2.4;-2.51;-2.03;7.87;3.74;-0.33;1.18;1.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IS.ST;11;3571;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3571&marketid=11
ISOFOL.ST;ISOFOL MEDICAL;23.7;45.0;132;42.9;128;42.9;128;43.6;129;14;30.8;4.43;2.37;-1.41;-1.08;11.66;5.67;0.2;1.82;1.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISOFOL.ST;11;135681;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135681&marketid=11
ISR.ST;ISR IMMUNE SYSTEM REGULATION HOLDING;9.36;73.3;394;70.8;476;70.8;476;71.6;448;12;72.7;16.0;11.84;-7.72;-9.39;21.48;13.5;6.45;12.71;1.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISR.ST;11;135384;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135384&marketid=11
ITAB-B.ST;ITAB SHOP CONCEPT;36.4;57.1;107;60.7;120;61.3;165;59.7;130;31;50.0;4.47;2.58;-1.53;-1.43;5.21;3.23;0.1;1.04;2.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ITAB-B.ST;11;56940;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56940&marketid=11
